llm_id,A
1,1
2,0.876025816899325
3,0.683509301932822
4,0.881916607536085
5,1.72350503061996
6,0.960486360520152
7,0.881482186085204
8,0.883421251667798
9,0.69722064604315
10,1.28581942230277
11,0.713425511259723
12,0.681294969328613
13,0.510327196855834
14,0.718232496561242
15,0.502611840713053
16,0.908189913963369
17,0.93402139671059
18,0.956743254277236
19,1.03343566200113
20,0.656432872680877
21,0.909192905846519
22,1.2677583866064
23,0.827442200965785
24,1.14418774972301
25,1.17274658081623
26,0.765788051460175
27,0.973253982863955
28,1.11117999847323
29,1.33371679838883
30,1.2863978891373
31,0.782699283734636
32,1.25876924374702
33,0.967775701024162
34,1.06236536019546
35,0.664600837094529
36,0.978513559994773
37,0.992643461214599
38,1.09121263993843
39,0.840488620052333
40,0.700811881753423
41,1.17357364657025
42,1.00975169709238
43,1.52713799767907
44,0.96642548068182
45,0.739776721501729
46,0.944755134180059
47,0.939867528575357
48,0.602911162926099
49,1.06328974558648
50,0.600994462557148
51,0.771598234861661
52,0.724412046685207
53,0.533023582884819
54,1.02489099943931
55,0.83401117406868
56,0.784402396589639
57,0.954808335459859
58,1.07942766168559
59,1.3234169514305
60,1.04082405983597
61,0.716995450447638
62,1.1175869040735
63,0.850284777157481
64,0.974581746261095
65,1.17026761407526
66,1.09489901488638
67,0.671045403710978
68,1.12857014650208
69,0.899786850554253
70,0.76992425793965
71,0.932012463603554
72,0.804919270704412
73,0.688180290344447
74,0.907648654068843
75,0.559381179522076
76,1.10119489765115
77,1.0791035801296
78,0.673724241988587
79,1.28650204229948
80,1.7850127979519
81,0.923236745765063
82,1.22897378211215
83,1.12030901667428
84,0.808190534131092
85,0.554462441591968
86,0.795605069206699
87,1.03518532244049
88,0.745351992172277
89,0.790694740146701
90,1.14705815098045
91,1.0363647825436
92,0.823371287462762
93,0.742696458747771
94,0.694618122767151
95,0.461114339025865
96,1.13856913858799
97,1.21566001502691
98,0.907963711615379
99,0.702436478166506
100,0.885346834751703
101,0.865627830706759
102,1.10434118711044
103,1.05426157846547
104,0.822148277830757
105,0.74861919739207
106,0.9222872967158
107,1.08429006992693
108,0.712991689027956
109,2.00544387685933
110,0.681333077892789
111,0.703788150903596
112,0.788319174586116
113,0.856508887844237
114,0.727012377510772
115,0.667999750528601
116,0.71734608134648
117,0.505342598800097
118,0.631474271381818
119,0.726319195961763
120,0.700176276319474
121,0.910992486438856
122,0.812936173541096
123,1.08428203666655
124,0.849804654902732
125,0.990245117297187
126,0.911198304344425
127,1.21065732231307
128,0.989731642666141
129,1.16582573234627
130,0.731930869072021
131,0.897845349944499
132,0.950445196750922
133,0.550042484408642
134,0.963249323927646
135,0.68695712745907
136,0.829975354500696
137,0.817265258599814
138,0.704285733282034
139,0.689511119556455
140,0.70918113923704
141,0.684351720495568
